Exited,Scaled Score,France ,Spain ,Male,Scaled Age,Scaled Tenure,Scaled Balance ,NumOfProducts,Balance to Salary Ratio,Product to tenure Ratio ,Age Tenure,Engagement Score,Scaled Salary,IsActiveMember,Female,Germany,Age,Tenure,HasCrCard,Balance,EstimatedSalary,Year,CreditScore
0,1.38 ,1,0,1,(0.76),0.69 ,(1.23),2,0%,0.29,0.23,29%,0.75 ,1,0,0,31,7,1,£0.00,"£143,204.41",2025,784
0,(1.11),1,0,0,(0.28),(0.70),(1.23),2,0%,0.67,0.08,0%,(1.29),0,1,0,36,3,0,£0.00,"£26,019.59",2025,543
0,(0.35),1,0,0,(1.14),(0.35),(1.23),2,0%,0.50,0.15,0%,1.57 ,0,1,0,27,4,0,£0.00,"£190,269.21",2025,617
0,(0.37),1,0,1,(0.37),0.69 ,(1.23),2,0%,0.29,0.20,0%,0.88 ,0,0,0,35,7,1,£0.00,"£150,784.29",2025,615
0,(0.43),1,0,0,0.01 ,1.03 ,1.04 ,1,81%,0.13,0.21,13%,1.31 ,1,1,0,39,8,0,"£141,675.23","£175,664.25",2025,609
0,1.53 ,1,0,1,(0.28),(1.39),(1.23),2,0%,2.00,0.03,200%,1.03 ,1,0,0,36,1,1,£0.00,"£159,044.10",2025,798
0,1.58 ,0,1,0,0.58 ,0.69 ,(1.23),2,0%,0.29,0.16,29%,0.49 ,1,1,0,45,7,1,£0.00,"£128,378.04",2025,803
0,(0.74),0,1,1,(0.18),(0.35),(1.23),2,0%,0.50,0.11,50%,(1.18),1,0,0,37,4,1,£0.00,"£32,246.63",2025,579
0,0.54 ,0,0,1,0.29 ,1.38 ,(0.21),1,46%,0.11,0.21,11%,0.65 ,1,0,1,42,9,0,"£63,227.00","£137,316.32",2025,703
0,1.23 ,1,0,1,1.15 ,1.38 ,1.29 ,2,389%,0.22,0.18,0%,(1.04),0,0,0,51,9,1,"£156,773.78","£40,257.79",2025,769
0,(0.26),1,0,0,0.01 ,(0.00),(1.23),2,0%,0.40,0.13,0%,(1.17),0,1,0,39,5,1,£0.00,"£32,615.21",2025,625
0,(1.43),1,0,0,3.44 ,(1.04),(1.23),1,0%,0.50,0.03,0%,0.40 ,0,1,0,75,2,1,£0.00,"£123,304.62",2025,512
0,(1.71),0,1,0,(0.85),0.69 ,(1.23),1,0%,0.14,0.23,0%,0.12 ,0,1,0,30,7,1,£0.00,"£107,067.37",2025,485
0,1.29 ,1,0,1,(0.85),(0.35),(1.23),2,0%,0.50,0.13,0%,(0.88),0,0,0,30,4,1,£0.00,"£49,337.84",2025,775
0,1.51 ,1,0,1,0.48 ,1.03 ,1.42 ,1,289%,0.13,0.18,13%,(0.75),1,0,0,44,8,1,"£165,326.20","£57,205.55",2025,796
0,0.07 ,0,1,1,3.44 ,0.69 ,0.80 ,1,138%,0.14,0.09,14%,(0.15),1,0,0,75,7,0,"£126,273.95","£91,673.60",2025,657
0,(0.55),0,1,1,(0.09),0.34 ,0.63 ,2,462%,0.33,0.16,33%,(1.30),1,0,0,38,6,1,"£115,702.67","£25,059.05",2025,597
0,0.54 ,0,0,0,(0.95),(0.70),0.73 ,1,147%,0.33,0.10,33%,(0.30),1,1,1,29,3,0,"£122,084.63","£82,824.08",2025,703
0,(1.07),1,0,1,(0.85),0.34 ,(1.23),2,0%,0.33,0.20,33%,(1.42),1,0,0,30,6,1,£0.00,"£18,471.86",2025,547
0,(1.43),1,0,0,0.20 ,0.34 ,(1.23),1,0%,0.17,0.15,17%,0.01 ,1,1,0,41,6,1,£0.00,"£100,507.81",2025,512
0,(0.77),1,0,1,0.01 ,(1.39),(1.23),2,0%,2.00,0.03,200%,(0.54),1,0,0,39,1,1,£0.00,"£68,814.23",2025,576
0,0.41 ,1,0,1,(1.71),1.03 ,(1.23),2,0%,0.25,0.38,25%,0.97 ,1,0,0,21,8,1,£0.00,"£155,782.89",2025,690
0,0.84 ,0,0,1,(0.09),(0.00),1.64 ,1,91%,0.20,0.13,20%,1.66 ,1,0,1,38,5,1,"£178,787.54","£195,760.53",2025,732
0,0.17 ,0,0,1,(1.14),(1.04),0.99 ,1,83%,0.50,0.07,0%,1.15 ,0,0,1,27,2,1,"£138,032.15","£166,317.71",2025,667
0,(0.57),0,0,1,(0.66),1.03 ,0.88 ,2,189%,0.25,0.25,25%,(0.53),1,0,1,32,8,1,"£131,081.66","£69,428.79",2025,595
0,(0.58),1,0,1,(0.18),(1.04),(1.23),2,0%,1.00,0.05,100%,(0.07),1,0,0,37,2,0,£0.00,"£95,864.50",2025,594
0,0.86 ,0,1,1,0.01 ,0.34 ,(1.23),1,0%,0.17,0.15,17%,(0.09),1,0,0,39,6,1,£0.00,"£95,135.27",2025,734
0,(0.57),1,0,1,(1.80),(0.35),0.31 ,1,54%,0.25,0.20,0%,1.35 ,0,0,0,20,4,1,"£95,830.43","£177,738.98",2025,595
0,1.41 ,1,0,0,4.39 ,1.72 ,(1.23),2,0%,0.20,0.12,20%,0.29 ,1,1,0,85,10,1,£0.00,"£116,537.96",2025,787
0,(0.68),1,0,0,(0.09),(0.00),(1.23),1,0%,0.20,0.13,20%,(0.22),1,1,0,38,5,1,£0.00,"£87,363.56",2025,585
0,(1.14),0,0,1,2.39 ,(1.39),0.25 ,1,96%,1.00,0.02,100%,(0.08),1,0,1,64,1,0,"£91,869.69","£95,421.00",2025,540
0,0.60 ,1,0,0,(0.66),(1.04),0.18 ,1,63%,0.50,0.06,0%,0.67 ,0,1,0,32,2,1,"£87,814.89","£138,578.37",2025,709
0,0.47 ,0,0,1,(0.09),0.34 ,1.06 ,1,1775%,0.17,0.16,17%,(1.60),1,0,1,38,6,1,"£142,316.14","£8,018.49",2025,696
0,(0.47),1,0,1,(0.37),0.34 ,(1.23),2,0%,0.33,0.17,33%,(0.95),1,0,0,35,6,1,£0.00,"£45,206.57",2025,605
0,(1.33),1,0,0,(0.47),(0.70),(1.23),2,0%,0.67,0.09,67%,(1.67),1,1,0,34,3,1,£0.00,"£3,894.34",2025,522
0,(2.02),0,0,0,(0.18),0.34 ,1.50 ,1,313%,0.17,0.16,17%,(0.79),1,1,1,37,6,0,"£170,057.62","£54,398.56",2025,455
0,(1.02),0,0,1,(0.09),1.72 ,0.89 ,2,284%,0.20,0.26,20%,(0.93),1,0,1,38,10,1,"£132,271.12","£46,562.02",2025,552
0,(1.56),0,1,1,0.10 ,(1.39),0.36 ,1,65%,1.00,0.03,100%,0.92 ,1,0,0,40,1,1,"£99,004.24","£152,845.99",2025,500
0,(0.99),1,0,1,(0.95),(0.35),0.84 ,1,271%,0.25,0.14,25%,(0.92),1,0,0,29,4,1,"£128,744.04","£47,454.93",2025,555
0,0.10 ,1,0,1,(0.56),(1.73),(0.06),1,40%,1.00,0.00,0%,1.41 ,0,0,0,33,0,0,"£72,783.42","£181,051.99",2025,660
0,(0.79),1,0,0,(0.47),(0.00),0.57 ,2,624%,0.40,0.15,40%,(1.43),1,1,0,34,5,1,"£112,324.45","£17,993.43",2025,574
0,0.97 ,1,0,1,(0.28),1.72 ,(1.23),2,0%,0.20,0.28,20%,1.44 ,1,0,0,36,10,1,£0.00,"£182,867.84",2025,744
0,(1.33),0,0,1,(0.66),1.03 ,0.77 ,2,75%,0.25,0.25,25%,1.14 ,1,0,1,32,8,1,"£124,450.36","£165,786.10",2025,522
0,0.69 ,0,1,0,(1.61),0.34 ,0.39 ,1,119%,0.17,0.27,17%,(0.27),1,1,0,22,6,0,"£101,060.25","£84,699.56",2025,717
0,(0.62),1,0,1,(0.56),1.38 ,0.89 ,1,111%,0.11,0.27,0%,0.33 ,0,0,0,33,9,1,"£131,765.72","£118,782.06",2025,591
0,(0.69),1,0,1,(0.76),(0.00),(1.23),2,0%,0.40,0.16,0%,(1.19),0,0,0,31,5,1,£0.00,"£31,474.27",2025,584
0,0.54 ,1,0,0,0.58 ,(0.00),(1.23),2,0%,0.40,0.11,0%,0.55 ,0,1,0,45,5,1,£0.00,"£131,906.44",2025,703
0,(2.05),1,0,0,(0.37),0.69 ,(1.23),2,0%,0.29,0.20,0%,1.12 ,0,1,0,35,7,1,£0.00,"£164,241.67",2025,452
0,2.06 ,0,0,0,0.87 ,0.34 ,0.57 ,1,100%,0.17,0.13,0%,0.20 ,0,1,1,48,6,1,"£111,962.99","£111,755.80",2025,850
0,0.60 ,0,1,1,(0.37),(1.04),(1.23),2,0%,1.00,0.06,0%,0.09 ,0,0,0,35,2,1,£0.00,"£104,982.39",2025,709
0,0.77 ,1,0,1,2.58 ,(0.35),0.16 ,1,61%,0.25,0.06,25%,0.72 ,1,0,0,66,4,1,"£86,459.80","£141,476.56",2025,725
0,1.46 ,1,0,1,(0.47),(1.39),(1.23),1,0%,1.00,0.03,100%,(0.24),1,0,0,34,1,0,£0.00,"£86,330.32",2025,792
0,1.35 ,0,1,0,(0.95),0.34 ,0.36 ,1,88%,0.17,0.21,0%,0.21 ,0,1,0,29,6,0,"£98,759.89","£112,202.64",2025,781
0,(1.89),1,0,0,(0.66),1.03 ,0.98 ,1,69%,0.13,0.25,0%,1.71 ,0,1,0,32,8,0,"£137,649.47","£198,714.29",2025,468
0,1.61 ,0,1,1,(1.33),0.69 ,(1.23),2,0%,0.29,0.28,0%,(1.42),0,0,0,25,7,1,£0.00,"£18,461.90",2025,806
0,(0.38),0,1,1,0.01 ,(0.70),1.21 ,1,269%,0.33,0.08,0%,(0.76),0,0,0,39,3,0,"£151,914.93","£56,459.45",2025,614
0,(0.45),0,0,1,2.11 ,(1.04),1.41 ,2,460%,1.00,0.03,100%,(1.12),1,0,1,61,2,1,"£164,523.50","£35,786.76",2025,607
0,(1.03),1,0,1,(0.37),0.69 ,0.85 ,2,149%,0.29,0.20,0%,(0.23),0,0,0,35,7,0,"£129,717.30","£86,937.20",2025,551
0,0.37 ,1,0,0,0.77 ,(0.00),0.59 ,1,91%,0.20,0.11,0%,0.42 ,0,1,0,47,5,1,"£113,328.93","£124,170.90",2025,686
0,(0.63),1,0,1,0.77 ,(1.73),0.66 ,1,1435%,1.00,0.00,100%,(1.60),1,0,0,47,0,1,"£117,879.32","£8,214.46",2025,590
0,(1.85),1,0,1,(0.95),1.03 ,0.42 ,1,57%,0.13,0.28,13%,1.41 ,1,0,0,29,8,0,"£102,490.27","£181,224.56",2025,472
0,1.09 ,1,0,1,(1.04),1.03 ,1.66 ,1,200%,0.13,0.29,0%,(0.18),0,0,0,28,8,1,"£179,960.20","£89,938.08",2025,756
0,(1.02),1,0,1,(0.28),1.03 ,(1.23),2,0%,0.25,0.22,0%,0.56 ,0,0,0,36,8,0,£0.00,"£132,547.02",2025,552
0,(0.12),1,0,1,0.01 ,0.34 ,1.19 ,1,495%,0.17,0.15,0%,(1.21),0,0,0,39,6,1,"£150,555.83","£30,414.17",2025,639
0,0.34 ,1,0,1,0.20 ,0.34 ,0.31 ,2,52%,0.33,0.15,33%,1.47 ,1,0,0,41,6,1,"£95,696.52","£184,366.14",2025,683
0,(0.18),0,1,1,(0.56),(0.35),0.98 ,2,140%,0.50,0.12,0%,(0.03),0,0,0,33,4,1,"£137,847.41","£98,349.13",2025,633
0,(1.04),1,0,0,(1.61),0.69 ,1.00 ,1,107%,0.14,0.32,0%,0.52 ,0,1,0,22,7,1,"£139,096.85","£129,890.94",2025,550
0,(0.66),1,0,0,(0.28),(1.39),0.94 ,2,302%,2.00,0.03,0%,(0.96),0,1,0,36,1,1,"£134,997.49","£44,688.08",2025,587
0,(0.11),1,0,0,(0.95),(0.70),(1.23),2,0%,0.67,0.10,0%,(1.69),0,1,0,29,3,1,£0.00,"£2,743.69",2025,640
0,(0.32),0,1,1,(0.28),0.69 ,1.49 ,1,373%,0.14,0.19,0%,(0.95),0,0,0,36,7,1,"£169,312.72","£45,414.09",2025,620
0,0.16 ,1,0,0,(0.09),0.34 ,0.81 ,1,1540%,0.17,0.16,17%,(1.60),1,1,0,38,6,1,"£127,043.09","£8,247.00",2025,666
0,0.43 ,1,0,1,(1.14),(1.39),0.79 ,1,1589%,1.00,0.04,0%,(1.60),0,0,0,27,1,0,"£125,547.53","£7,900.46",2025,692
0,(0.15),0,0,0,(0.95),(0.70),0.33 ,1,74%,0.33,0.10,33%,0.55 ,1,1,1,29,3,0,"£97,325.15","£131,924.38",2025,636
0,1.73 ,0,1,1,(1.23),(0.35),(1.23),2,0%,0.50,0.15,50%,1.16 ,1,0,0,26,4,1,£0.00,"£167,036.94",2025,818
0,(0.70),1,0,1,(0.56),0.69 ,0.74 ,1,904%,0.14,0.21,0%,(1.50),0,0,0,33,7,1,"£122,531.86","£13,549.24",2025,583
0,(0.67),0,1,0,(0.56),1.72 ,(0.15),2,48%,0.20,0.30,20%,0.71 ,1,1,0,33,10,1,"£66,948.67","£140,759.03",2025,586
0,(1.24),0,1,1,2.96 ,(1.39),(1.23),2,0%,2.00,0.01,0%,(0.01),0,0,0,70,1,0,£0.00,"£99,503.19",2025,531
0,(1.26),0,1,1,(0.76),0.34 ,(1.23),1,0%,0.17,0.19,0%,(1.56),0,0,0,31,6,1,£0.00,"£10,625.91",2025,529
0,(0.11),1,0,0,(0.85),0.34 ,0.50 ,1,57%,0.17,0.20,17%,1.52 ,1,1,0,30,6,1,"£107,499.70","£187,632.22",2025,640
0,(0.18),1,0,1,1.91 ,(1.04),0.44 ,1,101%,0.50,0.03,50%,0.05 ,1,0,0,59,2,1,"£103,996.74","£103,159.11",2025,633
0,0.20 ,1,0,1,(0.56),0.34 ,0.19 ,1,132%,0.17,0.18,0%,(0.58),0,0,0,33,6,1,"£88,294.60","£66,979.06",2025,670
0,(1.17),0,0,1,2.58 ,1.03 ,0.43 ,2,79%,0.25,0.12,25%,0.53 ,1,0,1,66,8,1,"£103,291.25","£130,664.79",2025,537
0,(0.12),1,0,1,(1.61),(0.35),(1.23),2,0%,0.50,0.18,0%,(1.25),0,0,0,22,4,1,£0.00,"£28,188.96",2025,639
0,0.06 ,1,0,1,(0.37),0.34 ,(1.23),2,0%,0.33,0.17,0%,(1.71),0,0,0,35,6,1,£0.00,"£1,485.27",2025,656
0,(1.89),1,0,1,(1.61),(1.04),(1.23),2,0%,1.00,0.09,0%,(1.25),0,0,0,22,2,1,£0.00,"£28,123.99",2025,468
0,(0.79),1,0,1,(1.23),1.03 ,0.34 ,1,226%,0.13,0.31,13%,(0.99),1,0,0,26,8,1,"£97,460.10","£43,093.67",2025,574
0,(1.77),0,1,1,(1.14),(1.04),1.54 ,1,428%,0.50,0.07,50%,(1.04),1,0,0,27,2,1,"£172,463.45","£40,315.27",2025,479
0,1.16 ,1,0,1,(0.37),1.38 ,(1.23),1,0%,0.11,0.26,11%,(1.19),1,0,0,35,9,1,£0.00,"£31,372.91",2025,763
0,0.16 ,0,0,1,(0.56),(1.04),0.76 ,1,152%,0.50,0.06,0%,(0.32),0,0,1,33,2,1,"£124,125.26","£81,884.80",2025,666
0,(0.93),1,0,1,(1.04),0.69 ,(1.23),2,0%,0.29,0.25,0%,(1.60),0,0,0,28,7,1,£0.00,"£7,797.01",2025,561
0,2.06 ,1,0,0,0.20 ,(0.00),(1.23),2,0%,0.40,0.12,40%,(1.13),1,1,0,41,5,1,£0.00,"£34,827.43",2025,850
0,(0.61),1,0,1,(1.04),(1.04),0.64 ,1,81%,0.50,0.07,0%,0.77 ,0,0,0,28,2,1,"£116,498.22","£144,290.25",2025,592
0,(1.32),0,0,1,2.30 ,0.34 ,0.64 ,1,97%,0.17,0.10,17%,0.34 ,1,0,1,63,6,1,"£116,227.27","£119,404.63",2025,523
0,(0.75),0,1,1,(1.04),(0.35),(1.23),2,0%,0.50,0.14,0%,(1.62),0,0,0,28,4,0,£0.00,"£6,947.09",2025,578
0,0.97 ,0,1,1,0.01 ,(0.35),0.30 ,1,490%,0.25,0.10,0%,(1.40),0,0,0,39,4,1,"£95,161.75","£19,409.77",2025,744
0,(0.92),1,0,1,(0.85),(0.70),0.55 ,2,79%,0.67,0.10,0%,0.71 ,0,0,0,30,3,0,"£111,099.79","£140,650.19",2025,562
0,(0.79),0,0,1,(0.37),(0.00),1.40 ,1,1084%,0.20,0.14,20%,(1.48),1,0,1,35,5,1,"£163,856.76","£15,118.20",2025,574
0,(1.57),1,0,0,(1.04),(0.35),1.05 ,1,644%,0.25,0.14,25%,(1.36),1,1,0,28,4,1,"£141,792.61","£22,001.91",2025,499
0,(0.17),0,1,1,(1.33),1.38 ,(1.23),2,0%,0.22,0.36,22%,(1.60),1,0,0,25,9,1,£0.00,"£8,227.91",2025,634
0,(0.50),0,1,1,(0.47),1.03 ,0.35 ,1,249%,0.13,0.24,0%,(1.05),0,0,0,34,8,1,"£98,382.72","£39,542.00",2025,602
0,(0.27),0,1,0,(0.09),1.03 ,(1.23),2,0%,0.25,0.21,0%,(0.08),0,1,0,38,8,1,£0.00,"£95,403.41",2025,624
0,1.04 ,0,1,1,1.25 ,1.03 ,(1.23),2,0%,0.25,0.15,25%,1.38 ,1,0,0,52,8,0,£0.00,"£179,291.85",2025,751
0,(0.51),0,0,0,0.77 ,(1.39),1.06 ,1,248%,1.00,0.02,100%,(0.74),1,1,1,47,1,1,"£142,802.02","£57,553.02",2025,601
0,(1.02),1,0,0,(0.47),(0.00),(1.23),2,0%,0.40,0.15,40%,(1.72),1,1,0,34,5,1,£0.00,"£1,351.41",2025,552
0,(0.54),0,1,0,(1.52),0.34 ,(1.23),2,0%,0.33,0.26,0%,0.92 ,0,1,0,23,6,1,£0.00,"£153,229.19",2025,598
0,(1.05),0,0,1,0.58 ,0.34 ,0.77 ,1,85%,0.17,0.13,17%,0.80 ,1,0,1,45,6,1,"£124,240.93","£146,372.51",2025,549
0,0.49 ,0,1,1,(0.09),1.72 ,0.30 ,1,90%,0.10,0.26,10%,0.09 ,1,0,0,38,10,1,"£95,010.92","£105,227.86",2025,698
0,(1.45),1,0,0,(0.66),(1.39),(1.23),2,0%,2.00,0.03,200%,(1.24),1,1,0,32,1,0,£0.00,"£28,515.17",2025,510
0,(1.69),0,1,1,0.48 ,0.34 ,(0.24),1,116%,0.17,0.14,17%,(0.82),1,0,0,44,6,1,"£61,691.45","£53,087.98",2025,487
0,(0.05),1,0,0,0.58 ,(0.70),(0.47),1,82%,0.33,0.07,33%,(0.75),1,1,0,45,3,1,"£47,134.75","£57,236.44",2025,646
0,(1.05),1,0,0,(1.33),(0.00),(1.23),2,0%,0.40,0.20,0%,1.58 ,0,1,0,25,5,0,£0.00,"£190,857.79",2025,549
0,(0.46),0,1,1,(0.09),0.69 ,0.83 ,1,66%,0.14,0.18,14%,1.63 ,1,0,0,38,7,1,"£128,578.52","£193,878.51",2025,606
0,(0.70),0,0,0,(1.23),1.72 ,(0.06),2,75%,0.20,0.38,0%,(0.06),0,1,1,26,10,1,"£72,835.56","£96,792.15",2025,583
0,(0.82),0,0,0,2.58 ,1.38 ,0.56 ,1,59%,0.11,0.14,11%,1.55 ,1,1,1,66,9,0,"£111,577.01","£189,271.90",2025,571
0,(0.50),1,0,0,(1.33),(1.73),(1.23),2,0%,2.00,0.00,200%,0.02 ,1,1,0,25,0,1,£0.00,"£101,274.17",2025,602
0,1.10 ,0,1,1,(0.56),(0.00),0.01 ,1,40%,0.20,0.15,20%,1.64 ,1,0,0,33,5,0,"£77,253.22","£194,239.63",2025,757
0,1.12 ,1,0,0,(0.76),(1.39),0.53 ,1,261%,1.00,0.03,100%,(1.01),1,1,0,31,1,1,"£109,848.60","£42,012.55",2025,759
0,1.69 ,0,1,0,3.15 ,(1.04),(1.23),2,0%,1.00,0.03,100%,0.53 ,1,1,0,72,2,0,£0.00,"£130,853.03",2025,814
0,(0.27),0,1,0,(0.28),(1.73),(1.23),2,0%,2.00,0.00,0%,0.20 ,0,1,0,36,0,1,£0.00,"£111,605.90",2025,624
0,(0.41),1,0,0,0.39 ,1.03 ,(0.19),1,56%,0.13,0.19,0%,0.26 ,0,1,0,43,8,1,"£64,897.75","£114,996.33",2025,611
0,0.70 ,0,0,1,0.39 ,(0.00),0.90 ,2,402%,0.40,0.12,0%,(1.17),0,0,1,43,5,1,"£132,615.73","£32,999.10",2025,718
0,0.09 ,0,0,0,0.01 ,(1.39),0.45 ,1,506%,1.00,0.03,0%,(1.38),0,1,1,39,1,1,"£104,502.11","£20,652.69",2025,659
0,(0.17),0,0,1,(1.14),(0.70),0.49 ,1,62%,0.33,0.11,0%,1.28 ,0,0,1,27,3,1,"£107,027.52","£173,425.68",2025,634
0,0.68 ,1,0,1,(0.76),1.03 ,0.53 ,2,213%,0.25,0.26,25%,(0.84),1,0,0,31,8,1,"£109,578.04","£51,503.51",2025,716
0,0.18 ,1,0,0,(0.18),0.69 ,0.84 ,1,140%,0.14,0.19,0%,(0.14),0,1,0,37,7,1,"£128,645.67","£92,149.64",2025,668
0,(0.14),1,0,0,(0.28),1.38 ,1.45 ,1,230%,0.11,0.25,11%,(0.48),1,1,0,36,9,1,"£166,939.88","£72,504.76",2025,637
0,1.37 ,0,1,0,1.91 ,1.38 ,0.80 ,1,2853%,0.11,0.15,11%,(1.66),1,1,0,59,9,1,"£126,224.87","£4,423.63",2025,783
0,0.52 ,1,0,0,0.01 ,1.38 ,(1.23),2,0%,0.22,0.23,22%,0.80 ,1,1,0,39,9,0,£0.00,"£145,894.90",2025,701
0,0.79 ,1,0,1,(0.37),(0.00),0.96 ,1,96%,0.20,0.14,0%,0.74 ,0,0,0,35,5,0,"£136,364.46","£142,754.71",2025,727
0,(0.54),0,0,1,(1.90),(0.70),1.18 ,1,87%,0.33,0.16,33%,1.28 ,1,0,1,19,3,1,"£150,348.37","£173,784.04",2025,598
0,(0.79),0,1,1,1.25 ,0.69 ,0.63 ,1,59%,0.14,0.13,0%,1.67 ,0,0,0,52,7,1,"£115,532.52","£196,257.67",2025,574
0,1.12 ,1,0,0,0.58 ,1.03 ,(1.23),2,0%,0.25,0.18,25%,(0.01),1,1,0,45,8,1,£0.00,"£99,251.24",2025,759
0,0.54 ,1,0,1,(0.28),(1.04),(1.23),2,0%,1.00,0.06,0%,0.15 ,0,0,0,36,2,1,£0.00,"£108,790.95",2025,703
0,(0.41),1,0,1,(0.85),1.38 ,(1.23),2,0%,0.22,0.30,22%,0.85 ,1,0,0,30,9,1,£0.00,"£148,887.69",2025,611
0,(0.74),1,0,1,0.01 ,(0.00),(1.23),2,0%,0.40,0.13,40%,(1.05),1,0,0,39,5,0,£0.00,"£39,891.84",2025,579
0,(0.62),1,0,0,(0.76),0.69 ,(1.23),2,0%,0.29,0.23,29%,(0.89),1,1,0,31,7,0,£0.00,"£48,778.46",2025,591
0,0.56 ,1,0,1,(0.56),(0.70),1.09 ,2,127%,0.67,0.09,0%,0.24 ,0,0,0,33,3,1,"£144,427.96","£113,845.19",2025,705
0,0.23 ,1,0,0,0.29 ,(0.35),(1.23),2,0%,0.50,0.10,0%,0.37 ,0,1,0,42,4,1,£0.00,"£121,440.80",2025,673
0,0.37 ,1,0,1,(0.66),0.34 ,(1.23),2,0%,0.33,0.19,33%,1.37 ,1,0,0,32,6,1,£0.00,"£179,093.26",2025,686
0,(0.95),1,0,0,0.39 ,(1.39),(1.23),1,0%,1.00,0.02,100%,(0.23),1,1,0,43,1,0,£0.00,"£86,634.30",2025,559
0,(0.92),0,0,0,(0.76),1.38 ,0.65 ,1,108%,0.11,0.29,11%,0.15 ,1,1,1,31,9,1,"£117,153.00","£108,675.01",2025,562
0,0.46 ,1,0,1,0.67 ,0.69 ,(0.43),1,37%,0.14,0.15,0%,0.57 ,0,0,0,46,7,1,"£49,512.55","£133,007.34",2025,695
0,(0.86),1,0,1,0.01 ,(0.00),(1.23),2,0%,0.40,0.13,0%,1.19 ,0,0,0,39,5,0,£0.00,"£168,521.72",2025,567
0,0.34 ,1,0,1,(0.85),(0.35),0.61 ,1,63%,0.25,0.13,0%,1.44 ,0,0,0,30,4,0,"£114,779.35","£183,171.47",2025,683
0,(0.27),0,1,1,(0.09),0.69 ,0.76 ,1,92%,0.14,0.18,0%,0.61 ,0,0,0,38,7,1,"£123,906.55","£135,096.78",2025,624
0,(0.44),0,1,1,0.87 ,0.69 ,(0.01),1,60%,0.14,0.15,0%,0.45 ,0,0,0,48,7,1,"£75,801.74","£125,762.95",2025,608
0,1.03 ,1,0,1,(0.18),(0.70),(1.23),2,0%,0.67,0.08,0%,(1.45),0,0,0,37,3,1,£0.00,"£16,870.20",2025,750
0,0.26 ,0,1,1,0.87 ,(1.39),0.88 ,2,930%,2.00,0.02,200%,(1.49),1,0,0,48,1,0,"£131,659.59","£14,152.15",2025,676
0,0.00 ,0,0,0,0.20 ,(0.35),0.91 ,1,88%,0.25,0.10,25%,0.89 ,1,1,1,41,4,0,"£133,432.59","£151,303.48",2025,651
0,(2.00),0,1,1,0.48 ,0.69 ,(1.23),2,0%,0.29,0.16,0%,1.49 ,0,0,0,44,7,0,£0.00,"£185,992.36",2025,457
0,(0.95),1,0,0,(0.09),1.03 ,0.30 ,1,110%,0.13,0.21,13%,(0.24),1,1,0,38,8,1,"£95,139.41","£86,575.46",2025,559
0,(1.82),1,0,0,1.72 ,(1.39),(1.23),2,0%,2.00,0.02,0%,(0.19),0,1,0,57,1,1,£0.00,"£89,248.99",2025,475
0,(0.05),0,1,1,(0.66),(1.39),(1.23),2,0%,2.00,0.03,0%,1.45 ,0,0,0,32,1,1,£0.00,"£183,289.22",2025,646
0,(1.66),0,1,1,0.10 ,0.34 ,1.28 ,1,82%,0.17,0.15,0%,1.58 ,0,0,0,40,6,0,"£156,111.08","£190,889.13",2025,490
0,0.85 ,0,1,0,(0.85),(1.73),0.11 ,1,144%,1.00,0.00,0%,(0.74),0,1,0,30,0,0,"£83,319.28","£57,769.20",2025,733
0,(2.29),1,0,0,0.01 ,0.34 ,(0.46),1,64%,0.17,0.15,0%,(0.44),0,1,0,39,6,1,"£48,023.83","£74,870.99",2025,429
0,(0.91),0,1,0,(0.28),(0.35),1.08 ,2,226%,0.50,0.11,50%,(0.64),1,1,0,36,4,1,"£143,680.47","£63,531.19",2025,563
0,(0.66),1,0,0,0.67 ,0.34 ,0.20 ,1,126%,0.17,0.13,0%,(0.52),0,1,0,46,6,0,"£88,820.29","£70,224.34",2025,587
0,1.77 ,1,0,1,(0.18),(0.70),0.47 ,1,58%,0.33,0.08,0%,1.44 ,0,0,0,37,3,1,"£105,563.00","£182,624.93",2025,822
0,(0.15),1,0,1,(0.37),1.38 ,0.30 ,1,56%,0.11,0.26,0%,1.20 ,0,0,0,35,9,0,"£95,478.17","£169,286.74",2025,636
0,(1.08),1,0,0,(1.14),1.03 ,(1.23),2,0%,0.25,0.30,25%,(1.48),1,1,0,27,8,1,£0.00,"£14,858.10",2025,546
0,0.74 ,0,1,0,(0.95),1.38 ,(1.23),2,0%,0.22,0.31,22%,0.73 ,1,1,0,29,9,1,£0.00,"£142,033.07",2025,722
0,0.30 ,0,0,0,(0.76),(0.70),0.81 ,3,72%,1.00,0.10,100%,1.33 ,1,1,1,31,3,1,"£127,331.46","£176,433.60",2025,680
0,(1.20),1,0,0,0.10 ,1.03 ,(1.23),1,0%,0.13,0.20,13%,(1.26),1,1,0,40,8,1,£0.00,"£27,689.77",2025,535
0,1.52 ,1,0,1,0.58 ,1.03 ,(1.23),1,0%,0.13,0.18,0%,0.44 ,0,0,0,45,8,0,£0.00,"£125,110.02",2025,797
0,(0.91),1,0,1,(0.85),0.69 ,0.23 ,1,74%,0.14,0.23,0%,0.39 ,0,0,0,30,7,1,"£90,727.79","£122,268.75",2025,563
0,0.06 ,1,0,1,0.39 ,0.69 ,0.94 ,1,69%,0.14,0.16,0%,1.65 ,0,0,0,43,7,1,"£134,919.85","£194,691.95",2025,656
